CustomerID,Age,Gender,Annual_Income,Spending_Score,Location,Loyalty_Status,Preferred_Shopping_Channel
24527,34,Female,96819,52,CityB,1,In-store
24528,20,Other,96842,78,CityA,0,In-store
24529,61,Female,100757,89,CityB,1,In-store
24530,63,Female,30112,68,CityA,1,Online
24531,51,Female,45752,32,CityA,1,Online
24532,39,Other,80916,67,CityE,1,Online
24533,46,Other,93225,32,CityD,0,Online
24534,46,Other,102427,8,CityE,1,Online
24535,22,Male,100111,72,CityB,0,Online
24536,27,Other,43215,45,CityB,1,Online
24537,27,Female,41749,98,CityA,0,Online
24538,26,Male,34124,12,CityD,0,Online
24539,38,Other,49958,80,CityD,1,Online
24540,30,Other,46001,76,CityE,0,Online
24541,27,Other,49370,96,CityE,1,Online
24542,55,Male,56584,65,CityB,0,Online
24543,28,Female,88173,39,CityA,0,In-store
24544,21,Female,40273,54,CityB,0,Online
24545,63,Male,47537,70,CityB,0,Online
24546,48,Female,107517,33,CityE,0,Online
24547,66,Other,54567,50,CityC,1,In-store
24548,69,Male,55184,32,CityC,0,In-store
24549,51,Female,109591,49,CityD,1,In-store
24550,59,Male,93593,79,CityB,1,Online
24551,52,Other,91930,1,CityA,0,In-store
24552,56,Female,89044,16,CityB,1,In-store
24553,56,Female,73282,40,CityE,1,Online
24554,50,Other,62160,99,CityC,0,Online
24555,25,Female,41693,56,CityB,1,In-store
24556,49,Female,78754,89,CityB,1,In-store
24557,50,Female,101310,73,CityC,0,Online
24558,25,Other,119222,89,CityA,1,Online
24559,63,Male,51075,73,CityC,0,Online
24560,31,Male,56083,24,CityB,1,Online
24561,51,Female,113549,100,CityA,0,Online
24562,25,Male,38085,47,CityB,0,Online
24563,68,Other,68540,90,CityD,0,Online
24564,59,Female,45470,2,CityE,0,Online
24565,24,Other,110056,91,CityA,1,In-store
24566,30,Female,105572,19,CityD,1,In-store
24567,38,Female,49971,10,CityA,0,In-store
24568,64,Female,104411,92,CityE,1,In-store
24569,49,Male,103435,18,CityD,1,In-store
24570,28,Female,72718,30,CityE,1,In-store
24571,31,Other,50609,58,CityA,1,In-store
24572,28,Female,110587,69,CityB,0,In-store
24573,19,Male,54298,100,CityB,0,Online
24574,51,Female,69952,77,CityA,0,Online
24575,61,Male,66269,33,CityC,0,In-store
24576,64,Male,57621,71,CityE,1,In-store
24577,34,Female,81408,43,CityD,1,In-store
24578,31,Male,65625,30,CityC,0,Online
24579,42,Female,25283,47,CityA,0,In-store
24580,65,Male,68008,89,CityE,0,Online
24581,44,Female,26804,49,CityB,0,Online
24582,25,Female,106111,77,CityB,0,Online
24583,34,Female,49018,11,CityB,0,In-store
24584,22,Female,33805,11,CityB,0,Online
24585,29,Female,67951,88,CityD,0,In-store
24586,55,Other,38347,67,CityE,1,In-store
24587,35,Male,47422,39,CityA,1,Online
24588,43,Female,68160,60,CityA,1,Online
24589,48,Other,60697,21,CityC,0,In-store
24590,54,Female,30523,92,CityA,0,Online
24591,23,Male,21302,21,CityC,0,Online
24592,58,Other,104535,76,CityD,0,Online
24593,32,Other,26311,96,CityC,0,Online
24594,59,Male,73269,56,CityB,1,In-store
24595,66,Female,91666,10,CityD,1,In-store
24596,43,Other,88473,21,CityA,0,Online
24597,68,Other,29930,89,CityB,1,Online
24598,29,Other,66294,20,CityA,0,In-store
24599,58,Male,26201,63,CityD,1,In-store
24600,64,Female,48310,71,CityB,0,In-store
24601,31,Female,75507,66,CityE,1,In-store
24602,18,Male,48800,29,CityD,1,In-store
24603,34,Female,92657,36,CityC,1,Online
24604,50,Male,25617,90,CityA,0,In-store
24605,46,Other,30327,64,CityA,0,Online
24606,62,Other,57462,36,CityE,0,Online
24607,48,Other,78215,66,CityE,1,Online
24608,25,Male,67147,39,CityA,1,Online
24609,47,Male,76307,40,CityC,1,Online
24610,30,Other,31935,94,CityE,1,In-store
24611,33,Male,57946,75,CityE,0,In-store
24612,19,Other,112829,91,CityB,1,Online
24613,62,Other,99862,6,CityB,0,In-store
24614,35,Male,69395,17,CityC,0,In-store
24615,52,Male,34108,5,CityC,1,In-store
24616,62,Other,95480,99,CityB,1,Online
24617,36,Other,68978,78,CityE,1,In-store
24618,30,Female,20340,27,CityB,0,In-store
24619,68,Other,42518,60,CityD,0,In-store
24620,21,Male,94967,14,CityD,0,Online
24621,36,Female,24901,75,CityA,1,Online
24622,67,Other,117312,89,CityC,0,Online
24623,42,Other,71751,66,CityB,1,Online
24624,55,Other,81580,38,CityA,0,In-store
24625,68,Male,56225,25,CityB,0,In-store
24626,48,Female,49248,18,CityE,1,In-store
24627,53,Other,20545,61,CityC,1,In-store
24628,21,Male,70195,50,CityE,0,In-store
24629,56,Female,72992,34,CityB,0,Online
24630,24,Other,53469,25,CityA,0,In-store
24631,33,Female,100625,48,CityD,1,Online
24632,65,Other,79987,69,CityB,0,Online
24633,22,Female,93041,41,CityB,0,Online
24634,64,Male,61127,32,CityC,1,Online
24635,40,Other,92157,43,CityE,1,Online
24636,53,Male,68529,91,CityC,1,In-store
24637,49,Female,112188,40,CityD,1,Online
24638,41,Other,108289,36,CityA,0,Online
24639,42,Other,55294,71,CityA,1,Online
24640,62,Male,67836,21,CityC,0,In-store
24641,45,Other,24108,77,CityE,1,In-store
24642,36,Other,109955,76,CityC,0,In-store
24643,24,Male,41424,60,CityB,1,In-store
24644,61,Female,99392,71,CityB,0,Online
24645,58,Male,51328,80,CityB,1,Online
24646,34,Male,65489,17,CityE,1,In-store
24647,19,Female,64690,90,CityB,0,In-store
24648,33,Other,77087,86,CityE,0,In-store
24649,56,Other,36687,11,CityE,0,Online
24650,35,Female,89269,47,CityC,0,In-store
24651,56,Other,70163,57,CityA,1,In-store
24652,18,Female,97463,60,CityE,0,Online
24653,20,Male,71744,40,CityB,1,Online
24654,38,Other,32225,65,CityA,0,In-store
24655,47,Other,47974,21,CityB,1,Online
24656,28,Female,35901,23,CityA,1,Online
24657,39,Female,94915,12,CityE,0,In-store
24658,64,Male,101670,61,CityA,0,In-store
24659,42,Female,52712,72,CityE,1,In-store
24660,20,Female,90487,73,CityE,0,Online
24661,47,Female,92570,43,CityC,1,In-store
24662,41,Other,21066,51,CityD,0,In-store
24663,62,Other,39323,96,CityB,0,Online
24664,53,Other,63434,76,CityD,0,In-store
24665,40,Other,90076,38,CityD,1,Online
24666,25,Other,46115,60,CityB,0,Online
24667,21,Other,116251,52,CityE,1,Online
24668,67,Male,65751,57,CityD,0,In-store
24669,56,Other,34480,68,CityA,1,In-store
24670,60,Female,33644,48,CityC,1,Online
24671,48,Other,49025,97,CityE,0,Online
24672,46,Female,49410,7,CityD,1,Online
24673,53,Female,100331,65,CityE,1,In-store
24674,30,Male,56849,85,CityB,1,In-store
24675,58,Female,56628,49,CityE,0,Online
24676,26,Female,94977,12,CityC,0,Online
24677,38,Male,80068,61,CityA,0,Online
24678,68,Female,109679,24,CityE,1,In-store
24679,20,Male,20553,43,CityC,1,In-store
24680,42,Female,24571,51,CityB,1,Online
24681,42,Other,64020,41,CityE,0,In-store
24682,29,Female,44389,8,CityA,1,Online
24683,46,Other,48275,66,CityB,1,In-store
24684,28,Male,98503,50,CityD,0,Online
24685,69,Other,45045,85,CityC,0,In-store
24686,28,Other,64715,77,CityB,0,In-store
24687,66,Female,115130,100,CityB,1,Online
24688,43,Other,22796,16,CityE,1,Online
24689,31,Male,115201,35,CityA,0,Online
24690,33,Male,100585,71,CityA,1,Online
24691,27,Female,98287,85,CityB,1,In-store
24692,48,Female,80081,89,CityD,0,Online
24693,48,Male,79176,92,CityC,0,Online
24694,53,Male,69592,97,CityE,0,Online
24695,27,Female,70267,80,CityC,1,In-store
24696,43,Female,73579,69,CityB,0,In-store
24697,37,Female,22059,50,CityD,0,In-store
24698,61,Female,101432,58,CityC,0,Online
24699,26,Female,101100,85,CityE,1,Online
24700,32,Male,117977,94,CityD,1,In-store
24701,26,Female,74255,43,CityC,0,In-store
24702,24,Other,37703,81,CityC,0,In-store
24703,43,Male,41921,34,CityA,0,In-store
24704,41,Other,111727,2,CityE,0,In-store
24705,29,Female,53644,32,CityE,1,Online
24706,37,Male,79227,44,CityB,1,In-store
24707,31,Female,25335,80,CityC,0,In-store
24708,39,Female,98625,60,CityB,0,In-store
24709,33,Female,119082,38,CityD,0,In-store
24710,46,Male,54339,67,CityB,1,In-store
24711,49,Male,57231,68,CityE,1,Online
24712,36,Other,46433,4,CityD,1,In-store
24713,52,Male,45836,88,CityE,1,In-store
24714,60,Female,46544,41,CityC,1,In-store
24715,49,Other,108140,78,CityA,1,Online
24716,37,Male,59712,88,CityA,1,In-store
24717,68,Other,69315,7,CityD,0,In-store
24718,57,Female,21132,95,CityA,0,In-store
24719,37,Male,20098,96,CityB,0,Online
24720,25,Female,48845,78,CityB,1,In-store
24721,52,Female,52493,71,CityE,0,In-store
24722,59,Other,71007,56,CityD,1,Online
24723,30,Other,21258,97,CityC,1,In-store
24724,58,Other,78572,95,CityA,0,Online
24725,23,Other,110415,61,CityC,1,In-store
24726,64,Other,83023,27,CityA,1,In-store
24727,33,Male,89141,6,CityA,0,In-store
24728,22,Other,91384,71,CityD,0,Online
24729,62,Male,42909,82,CityC,0,In-store
24730,68,Male,98218,59,CityE,1,Online
24731,51,Female,46493,26,CityD,0,Online
24732,23,Male,31264,14,CityE,1,In-store
24733,50,Female,117389,46,CityB,1,Online
24734,32,Female,39945,65,CityE,0,Online
24735,32,Other,106803,25,CityA,1,Online
24736,31,Other,115238,68,CityC,0,Online
24737,56,Other,95625,52,CityB,0,In-store
24738,22,Male,114709,83,CityC,0,In-store
24739,69,Other,77733,21,CityA,1,Online
24740,43,Female,59887,47,CityB,1,In-store
24741,65,Other,38324,89,CityC,1,Online
24742,34,Other,40041,71,CityC,0,Online
24743,60,Female,107404,1,CityE,1,In-store
24744,64,Male,84560,9,CityA,0,Online
24745,69,Male,110247,55,CityB,0,In-store
24746,33,Male,91533,28,CityA,0,In-store
24747,52,Female,106094,90,CityD,0,Online
24748,55,Female,66898,2,CityD,0,Online
24749,40,Male,54671,15,CityD,0,Online
24750,30,Other,82761,66,CityD,1,Online
24751,50,Female,109412,63,CityC,1,Online
24752,46,Male,67913,86,CityB,0,In-store
24753,63,Male,34314,60,CityB,1,In-store
24754,51,Male,40811,22,CityC,1,Online
24755,51,Male,55356,58,CityA,1,In-store
24756,44,Other,106308,40,CityD,1,In-store
24757,32,Other,35211,65,CityD,0,Online
24758,67,Female,47001,40,CityE,0,In-store
24759,26,Female,78778,10,CityD,1,Online
24760,43,Male,63373,22,CityD,0,Online
24761,20,Other,67381,61,CityC,1,Online
24762,53,Female,107621,28,CityD,0,Online
24763,64,Other,111107,21,CityA,1,In-store
24764,22,Female,52146,96,CityD,0,Online
24765,37,Male,41999,7,CityA,1,In-store
24766,37,Male,98951,60,CityE,1,Online
24767,22,Female,41593,78,CityB,1,Online
24768,27,Other,99825,1,CityB,0,Online
24769,33,Other,63516,32,CityE,1,Online
24770,42,Male,21256,91,CityB,1,In-store
24771,61,Male,67460,68,CityD,0,In-store
24772,42,Other,62717,95,CityC,1,Online
24773,47,Other,94051,62,CityB,0,In-store
24774,31,Male,58191,3,CityE,1,Online
24775,39,Female,21169,61,CityA,0,Online
24776,60,Female,110362,3,CityD,1,In-store
24777,45,Other,115311,62,CityC,0,In-store
24778,47,Other,30651,12,CityC,0,In-store
24779,36,Female,59465,59,CityB,1,In-store
24780,55,Male,104448,70,CityB,0,Online
24781,59,Male,62891,89,CityE,1,Online
24782,37,Male,29591,8,CityD,1,In-store
24783,52,Female,73057,78,CityE,1,In-store
24784,39,Male,76954,37,CityC,0,In-store
24785,32,Female,27668,53,CityE,1,In-store
24786,28,Female,66955,2,CityB,1,Online
24787,51,Other,55878,78,CityC,0,In-store
24788,41,Female,97119,32,CityC,1,In-store
24789,23,Female,26103,58,CityD,1,In-store
24790,34,Other,83411,43,CityE,1,Online
24791,45,Other,69724,74,CityD,1,Online
24792,67,Female,66073,19,CityC,0,In-store
24793,48,Other,87329,87,CityE,0,In-store
24794,53,Male,107841,35,CityA,0,In-store
24795,26,Male,43058,91,CityD,1,Online
24796,27,Female,59739,18,CityE,1,Online
24797,38,Other,61055,77,CityC,0,Online
24798,51,Other,102079,31,CityD,0,In-store
24799,48,Male,49105,81,CityD,0,In-store
24800,46,Female,88259,74,CityA,1,Online
24801,60,Female,113441,72,CityB,1,In-store
24802,60,Female,61771,40,CityA,1,In-store
24803,28,Male,33799,84,CityA,1,Online
24804,50,Other,59590,27,CityB,1,In-store
24805,63,Female,72032,81,CityA,1,In-store
24806,18,Other,64567,54,CityB,0,In-store
24807,38,Male,88232,81,CityE,0,In-store
24808,40,Female,43154,69,CityC,1,In-store
24809,26,Other,48030,79,CityD,0,In-store
24810,18,Other,52466,62,CityA,0,In-store
24811,38,Male,119550,27,CityC,0,Online
24812,39,Male,82424,96,CityC,0,In-store
24813,21,Female,92436,35,CityD,1,Online
24814,18,Male,37803,94,CityC,0,In-store
24815,68,Other,82845,25,CityB,0,In-store
24816,27,Female,58090,69,CityD,1,In-store
24817,32,Female,107254,38,CityA,1,Online
24818,69,Male,71571,8,CityC,0,In-store
24819,53,Male,95897,11,CityE,0,In-store
24820,46,Female,51473,51,CityC,0,Online
24821,69,Female,42021,5,CityC,0,Online
24822,63,Male,96622,38,CityA,0,In-store
24823,22,Male,26546,58,CityE,1,Online
24824,46,Other,118312,10,CityC,1,Online
24825,64,Female,88253,49,CityB,0,Online
24826,64,Other,52601,15,CityD,0,In-store
24827,44,Female,62989,74,CityA,1,In-store
24828,42,Male,96401,81,CityD,0,Online
24829,33,Male,58206,27,CityB,1,Online
24830,33,Male,76636,98,CityB,1,In-store
24831,53,Other,28787,45,CityA,0,In-store
24832,42,Other,85260,19,CityC,1,Online
24833,58,Other,99011,87,CityA,0,In-store
24834,18,Other,112786,71,CityE,1,In-store
24835,22,Male,30034,57,CityA,1,In-store
24836,58,Other,28093,15,CityC,0,Online
24837,37,Other,87745,40,CityA,1,In-store
24838,22,Male,56083,98,CityC,1,Online
24839,53,Other,110129,50,CityA,0,Online
24840,46,Female,67746,5,CityE,0,Online
24841,65,Male,118299,74,CityC,0,In-store
24842,51,Other,21858,18,CityB,0,In-store
24843,65,Other,86584,18,CityE,1,Online
24844,35,Other,54301,88,CityA,1,Online
24845,19,Male,95561,27,CityB,0,In-store
24846,33,Other,20622,19,CityC,1,Online
24847,46,Other,29179,82,CityD,1,Online
24848,50,Other,23308,65,CityC,0,Online
24849,33,Male,119991,32,CityC,0,In-store
24850,52,Male,98454,12,CityC,0,Online
24851,64,Female,22059,30,CityB,0,In-store
24852,60,Other,50026,70,CityC,0,Online
24853,59,Female,111155,52,CityA,1,Online
24854,34,Male,25365,72,CityA,0,Online
24855,21,Female,79807,81,CityD,1,Online
24856,66,Male,84030,49,CityC,1,Online
24857,21,Female,60791,57,CityD,1,In-store
24858,68,Male,119341,86,CityE,0,Online
24859,42,Female,64972,21,CityE,0,In-store
24860,50,Other,91199,4,CityE,0,In-store
24861,31,Female,31175,88,CityD,0,Online
24862,41,Other,31218,81,CityD,0,Online
24863,28,Other,105326,96,CityE,0,In-store
24864,42,Female,85229,92,CityE,1,Online
24865,45,Male,49553,62,CityE,1,Online
24866,24,Other,70834,34,CityC,0,Online
24867,66,Female,52908,12,CityE,1,Online
24868,53,Female,100135,6,CityA,1,Online
24869,27,Other,38157,22,CityB,0,In-store
24870,66,Male,119971,77,CityD,1,Online
24871,53,Other,21822,48,CityB,0,Online
24872,48,Female,38305,48,CityE,1,In-store
24873,36,Female,64445,9,CityC,0,In-store
24874,35,Other,113394,64,CityB,0,In-store
24875,66,Male,33679,4,CityB,0,Online
24876,23,Other,46322,38,CityD,1,In-store
24877,45,Other,69853,23,CityA,0,Online
24878,24,Other,20283,73,CityD,0,Online
24879,55,Male,114260,33,CityB,0,Online
24880,29,Other,39034,49,CityC,1,Online
24881,58,Other,103113,94,CityD,1,Online
24882,67,Female,77068,14,CityC,1,In-store
24883,51,Female,32829,4,CityC,1,In-store
24884,42,Male,101642,65,CityA,1,Online
24885,34,Male,105442,48,CityA,1,In-store
24886,50,Female,105012,63,CityE,0,In-store
24887,40,Other,77768,71,CityB,1,Online
24888,26,Male,27031,16,CityB,0,In-store
24889,23,Male,111617,47,CityD,0,Online
24890,19,Male,59757,86,CityD,1,Online
24891,55,Female,36767,26,CityE,1,In-store
24892,26,Other,49070,23,CityE,1,Online
24893,20,Male,62626,36,CityA,0,In-store
24894,33,Female,109540,86,CityC,1,Online
24895,42,Female,70907,4,CityD,1,Online
24896,41,Female,79934,22,CityD,0,In-store
24897,64,Male,29660,95,CityC,0,Online
24898,46,Female,26985,13,CityC,1,Online
24899,61,Female,54510,72,CityD,1,Online
24900,57,Other,55934,57,CityE,1,In-store
24901,43,Female,56542,36,CityD,1,Online
24902,55,Male,87751,3,CityC,1,Online
24903,52,Female,111125,37,CityA,0,Online
24904,40,Other,102962,50,CityE,1,In-store
24905,21,Female,24280,30,CityD,0,In-store
24906,59,Male,96043,47,CityD,0,Online
24907,31,Female,37682,14,CityB,1,In-store
24908,64,Male,71156,85,CityA,1,Online
24909,56,Female,53090,54,CityB,0,Online
24910,24,Female,68821,42,CityB,1,In-store
24911,25,Male,81104,66,CityA,1,Online
24912,59,Female,34125,1,CityE,1,Online
24913,68,Male,112802,59,CityC,0,In-store
24914,36,Female,89468,3,CityD,0,Online
24915,19,Male,74009,89,CityA,1,Online
24916,64,Female,50457,28,CityD,0,In-store
24917,18,Female,32838,92,CityE,0,In-store
24918,59,Female,98921,15,CityE,1,Online
24919,55,Other,93058,37,CityD,1,Online
24920,30,Female,67273,69,CityC,1,Online
24921,59,Other,55330,47,CityE,0,Online
24922,61,Male,70738,93,CityD,1,In-store
24923,41,Other,91375,77,CityC,1,Online
24924,49,Female,37381,100,CityE,0,In-store
24925,47,Female,72765,97,CityD,1,Online
24926,23,Other,64441,72,CityD,1,Online
24927,55,Other,39858,82,CityD,1,Online
24928,50,Other,82667,55,CityC,1,In-store
24929,61,Female,98715,65,CityA,0,Online
24930,40,Male,98340,44,CityB,0,In-store
24931,27,Other,91222,49,CityC,1,Online
24932,63,Male,97271,34,CityE,1,Online
24933,32,Other,38837,15,CityC,0,Online
24934,40,Other,29930,54,CityE,1,In-store
24935,53,Other,24121,38,CityC,1,Online
24936,18,Male,96215,12,CityB,0,In-store
24937,25,Female,48052,32,CityE,0,Online
24938,20,Female,24460,59,CityB,1,Online
24939,31,Female,103800,69,CityC,1,Online
24940,34,Female,105022,89,CityD,0,Online
24941,51,Other,27980,87,CityD,0,Online
24942,64,Male,24414,53,CityA,1,Online
24943,23,Other,41122,85,CityE,0,In-store
24944,22,Female,106782,65,CityD,0,Online
24945,63,Female,113093,21,CityD,0,Online
24946,68,Other,34296,70,CityD,0,In-store
24947,58,Other,35515,27,CityA,1,Online
24948,57,Female,109374,46,CityC,0,Online
24949,46,Other,47542,78,CityD,1,In-store
24950,52,Female,76264,13,CityA,0,Online
24951,35,Male,51297,30,CityE,1,In-store
24952,57,Male,69469,37,CityC,1,Online
24953,65,Other,113922,22,CityA,1,Online
24954,47,Male,50045,59,CityC,0,Online
24955,32,Female,72690,51,CityC,0,In-store
24956,32,Female,88191,70,CityC,1,In-store
24957,33,Male,96564,26,CityC,1,In-store
24958,50,Female,24502,87,CityA,1,Online
24959,27,Male,52919,88,CityE,1,In-store
24960,36,Other,93441,82,CityB,1,Online
24961,54,Female,40289,22,CityC,0,In-store
24962,67,Male,102721,7,CityB,0,Online
24963,20,Other,109193,30,CityC,1,In-store
24964,53,Other,23253,50,CityB,0,In-store
24965,21,Male,50444,93,CityB,0,Online
24966,28,Other,30855,80,CityA,1,In-store
24967,58,Other,97214,93,CityB,1,In-store
24968,50,Male,49844,80,CityB,1,Online
24969,45,Other,91050,67,CityD,0,Online
24970,49,Female,20680,74,CityD,0,Online
24971,33,Female,89473,36,CityE,1,In-store
24972,26,Male,94230,45,CityE,0,Online
24973,28,Other,103908,72,CityB,1,Online
24974,23,Male,84521,93,CityA,1,Online
24975,66,Other,57797,7,CityA,1,Online
24976,44,Other,54418,7,CityC,1,Online
24977,29,Male,118423,55,CityE,1,In-store
24978,39,Female,110227,37,CityD,1,In-store
24979,57,Other,67063,49,CityD,1,In-store
24980,65,Other,96013,89,CityB,1,Online
24981,54,Female,87478,98,CityD,0,Online
24982,38,Female,74287,37,CityA,1,In-store
24983,50,Other,49963,50,CityB,1,Online
24984,34,Other,92113,83,CityD,1,In-store
24985,46,Other,39471,32,CityB,0,In-store
24986,57,Female,92801,89,CityC,1,Online
24987,27,Other,48877,3,CityB,0,In-store
24988,35,Other,46405,26,CityC,0,In-store
24989,64,Other,35221,48,CityE,1,Online
24990,69,Female,78667,51,CityE,1,Online
24991,30,Other,47955,45,CityC,1,Online
24992,44,Female,102979,100,CityE,1,Online
24993,27,Male,30846,99,CityC,1,Online
24994,49,Other,75443,29,CityC,0,In-store
24995,58,Male,27840,94,CityB,0,In-store
24996,62,Female,101819,53,CityB,1,In-store
24997,20,Other,62221,21,CityE,1,Online
24998,39,Female,54451,53,CityA,0,In-store
24999,44,Female,81701,87,CityB,0,In-store
25000,20,Other,96476,52,CityB,0,In-store
25001,50,Other,93076,45,CityC,0,Online
25002,19,Female,59050,11,CityA,0,In-store
25003,28,Male,98614,42,CityC,0,Online
25004,63,Other,21476,67,CityE,1,Online
25005,27,Female,96259,13,CityA,1,In-store
25006,56,Other,52914,28,CityB,1,In-store
25007,50,Other,58434,99,CityC,1,Online
25008,24,Female,90526,17,CityD,0,In-store
25009,32,Female,26598,79,CityC,1,Online
25010,43,Male,62913,73,CityC,1,In-store
25011,28,Other,78900,51,CityD,1,In-store
25012,55,Male,85368,95,CityB,0,Online
25013,44,Male,95456,4,CityD,1,In-store
25014,56,Male,24857,27,CityD,1,In-store
25015,24,Male,98581,37,CityE,1,In-store
25016,18,Male,28614,15,CityD,0,In-store
25017,27,Male,30497,83,CityA,1,In-store
25018,38,Male,47770,54,CityD,0,In-store
25019,32,Female,30795,93,CityD,0,In-store
25020,47,Male,64047,48,CityC,0,In-store
25021,47,Female,63450,67,CityD,0,Online
25022,25,Female,38030,71,CityB,0,In-store
25023,41,Female,47648,95,CityD,0,In-store
25024,36,Female,111124,24,CityA,1,Online
25025,20,Female,54470,43,CityD,1,In-store
25026,32,Other,46400,80,CityB,1,In-store
25027,53,Female,36380,30,CityD,0,In-store
25028,23,Other,97729,51,CityA,0,In-store
25029,59,Other,93936,69,CityC,0,In-store
25030,67,Female,53869,86,CityB,0,Online
25031,65,Female,72368,80,CityD,0,In-store
25032,35,Female,33044,79,CityC,0,In-store
25033,55,Other,103762,52,CityA,0,Online
25034,36,Other,27076,87,CityA,0,Online
25035,66,Male,37829,27,CityB,1,In-store
25036,67,Female,27610,61,CityA,1,Online
25037,47,Male,112232,75,CityE,1,In-store
25038,30,Other,32638,59,CityD,1,In-store
25039,56,Other,29542,11,CityE,1,Online
25040,69,Other,39434,83,CityA,1,In-store
25041,29,Male,22250,11,CityB,0,Online
25042,51,Male,93072,47,CityC,1,In-store
25043,29,Female,96332,36,CityE,1,Online
25044,61,Male,22239,92,CityC,1,Online
25045,41,Female,97279,88,CityA,0,In-store
25046,21,Female,44071,36,CityB,0,Online
25047,53,Male,114199,11,CityA,0,In-store
25048,67,Male,82642,19,CityC,0,In-store
25049,65,Female,42029,24,CityB,0,Online
25050,31,Male,83690,91,CityA,0,Online
25051,34,Female,78402,51,CityE,0,Online
25052,66,Other,80805,14,CityE,0,In-store
25053,20,Other,87643,25,CityC,0,Online
25054,55,Female,75134,18,CityB,0,Online
25055,40,Other,50639,19,CityC,0,In-store
25056,30,Male,39161,20,CityB,0,In-store
25057,26,Female,78185,64,CityE,0,In-store
25058,38,Female,92150,5,CityA,1,In-store
25059,58,Other,47059,22,CityA,0,In-store
25060,25,Female,41614,59,CityE,0,Online
25061,34,Other,29956,26,CityA,0,Online
25062,33,Female,59724,84,CityB,1,Online
25063,33,Male,59042,85,CityC,0,Online
25064,45,Other,104847,47,CityB,1,Online
25065,68,Male,103045,94,CityC,1,Online
25066,33,Female,109524,50,CityC,1,In-store
25067,63,Other,102787,19,CityC,1,In-store
25068,69,Male,79949,65,CityD,1,Online
25069,63,Female,83700,37,CityA,1,Online
25070,31,Other,51027,2,CityC,1,Online
25071,63,Male,109074,93,CityD,1,In-store
25072,61,Other,29903,17,CityD,1,Online
25073,55,Female,52689,2,CityA,1,In-store
25074,37,Male,66983,4,CityC,0,In-store
25075,62,Female,26829,5,CityA,0,Online
25076,65,Male,103824,69,CityA,0,Online
25077,58,Female,61229,97,CityC,1,Online
25078,51,Female,40525,70,CityD,0,Online
25079,46,Other,21169,41,CityA,1,In-store
25080,20,Other,29781,14,CityA,0,Online
25081,27,Male,98849,33,CityB,0,Online
25082,37,Male,54663,30,CityE,0,In-store
25083,19,Female,64136,58,CityE,1,In-store
25084,44,Other,50336,29,CityC,1,Online
25085,49,Female,47253,71,CityC,0,In-store
25086,27,Female,20577,1,CityE,0,Online
25087,57,Male,40110,100,CityA,1,Online
25088,34,Female,48131,42,CityA,0,Online
25089,50,Female,53955,81,CityA,0,Online
25090,23,Other,97786,82,CityE,0,In-store
25091,56,Female,98000,24,CityB,0,Online
25092,64,Female,114160,93,CityD,0,Online
25093,35,Female,22855,82,CityB,1,Online
25094,26,Male,94695,1,CityE,1,Online
25095,25,Other,23059,64,CityC,1,In-store
25096,42,Male,81653,72,CityD,1,In-store
25097,48,Male,48503,57,CityA,1,Online
25098,59,Other,93699,11,CityC,0,In-store
25099,21,Male,78687,28,CityA,1,Online
25100,37,Female,92398,100,CityA,0,In-store
25101,45,Male,67526,9,CityB,0,Online
25102,57,Male,30078,97,CityD,1,Online
25103,18,Female,71120,32,CityA,0,In-store
25104,57,Female,79132,84,CityA,0,In-store
25105,61,Male,115062,11,CityD,1,Online
25106,40,Male,59246,73,CityE,1,Online
25107,64,Female,71516,91,CityC,1,In-store
25108,30,Other,30610,9,CityD,1,In-store
25109,33,Female,43828,61,CityC,0,In-store
25110,43,Other,102122,91,CityA,0,In-store
25111,48,Female,57292,58,CityB,1,In-store
25112,67,Female,66382,73,CityB,1,In-store
25113,18,Other,112420,32,CityB,1,In-store
25114,34,Other,20231,65,CityA,1,In-store
25115,33,Other,95957,44,CityE,0,Online
25116,54,Male,103951,46,CityA,0,In-store
25117,69,Other,51232,37,CityE,1,In-store
25118,27,Female,25730,81,CityB,0,In-store
25119,55,Female,83390,79,CityD,0,In-store
25120,61,Female,29698,93,CityA,1,In-store
25121,48,Male,43498,19,CityA,0,In-store
25122,27,Other,98367,42,CityE,0,Online
25123,66,Other,96707,30,CityE,0,Online
25124,51,Male,117546,58,CityB,0,In-store
25125,68,Other,73477,91,CityB,0,Online
25126,69,Female,115614,11,CityA,1,In-store
25127,23,Other,27326,93,CityE,0,Online
25128,45,Male,102410,37,CityD,1,In-store
25129,45,Male,109079,61,CityD,1,Online
25130,30,Other,83156,11,CityB,0,Online
25131,58,Male,51767,43,CityE,0,Online
25132,29,Other,82566,79,CityE,0,In-store
25133,67,Other,81186,21,CityB,1,In-store
25134,57,Female,41468,7,CityB,0,In-store
25135,67,Other,62201,54,CityD,0,Online
25136,19,Other,47155,80,CityC,1,Online
25137,25,Female,84719,48,CityC,1,Online
25138,59,Female,104140,2,CityE,1,In-store
25139,26,Other,93788,18,CityB,1,In-store
25140,67,Female,51250,1,CityE,1,Online
25141,25,Male,98388,38,CityB,1,In-store
25142,68,Other,21567,19,CityE,0,In-store
25143,20,Male,80678,96,CityB,1,In-store
25144,26,Other,84732,78,CityD,0,Online
25145,30,Female,33881,92,CityC,0,Online
25146,26,Female,67473,56,CityB,1,In-store
